GENERATION_PROJECT	build_year	gen_overnight_cost	gen_fixed_om
Oahu_CentralTrackingPV_PV_14	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_15	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_15	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_15	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_15	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_15	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_15	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_15	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_16	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_16	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_16	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_16	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_16	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_16	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_16	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_17	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_17	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_17	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_17	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_17	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_17	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_17	2095	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2020	2506345.173	22970
Oahu_CentralTrackingPV_PV_18	2022	2344828.558	22970
Oahu_CentralTrackingPV_PV_18	2025	2153676.338	22970
Oahu_CentralTrackingPV_PV_18	2030	1925018.94	22970
Oahu_CentralTrackingPV_PV_18	2035	1737692.233	22970
Oahu_CentralTrackingPV_PV_18	2040	1568594.592	22970
Oahu_CentralTrackingPV_PV_18	2045	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2050	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2055	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2060	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2065	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2070	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2075	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2080	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2085	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2090	1415952.115	22970
Oahu_CentralTrackingPV_PV_18	2095	1415952.115	22970
Oahu_DistPV_Oahu_DistPV_0	2020	3128586.489	0
Oahu_DistPV_Oahu_DistPV_0	2022	2891341.38	0
Oahu_DistPV_Oahu_DistPV_0	2025	2612915.429	0
Oahu_DistPV_Oahu_DistPV_0	2030	2284773.595	0
Oahu_DistPV_Oahu_DistPV_0	2035	2062009.894	0
Oahu_DistPV_Oahu_DistPV_0	2040	1861279.23	0
Oahu_DistPV_Oahu_DistPV_0	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_0	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2020	3128586.489	0
Oahu_DistPV_Oahu_DistPV_1	2022	2891341.38	0
Oahu_DistPV_Oahu_DistPV_1	2025	2612915.429	0
Oahu_DistPV_Oahu_DistPV_1	2030	2284773.595	0
Oahu_DistPV_Oahu_DistPV_1	2035	2062009.894	0
Oahu_DistPV_Oahu_DistPV_1	2040	1861279.23	0
Oahu_DistPV_Oahu_DistPV_1	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_1	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2020	3128586.489	0
Oahu_DistPV_Oahu_DistPV_10	2022	2891341.38	0
Oahu_DistPV_Oahu_DistPV_10	2025	2612915.429	0
Oahu_DistPV_Oahu_DistPV_10	2030	2284773.595	0
Oahu_DistPV_Oahu_DistPV_10	2035	2062009.894	0
Oahu_DistPV_Oahu_DistPV_10	2040	1861279.23	0
Oahu_DistPV_Oahu_DistPV_10	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_10	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2020	3128586.489	0
Oahu_DistPV_Oahu_DistPV_11	2022	2891341.38	0
Oahu_DistPV_Oahu_DistPV_11	2025	2612915.429	0
Oahu_DistPV_Oahu_DistPV_11	2030	2284773.595	0
Oahu_DistPV_Oahu_DistPV_11	2035	2062009.894	0
Oahu_DistPV_Oahu_DistPV_11	2040	1861279.23	0
Oahu_DistPV_Oahu_DistPV_11	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2090	1680387.777	0
Oahu_DistPV_Oahu_DistPV_11	2095	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2020	3128586.489	0
Oahu_DistPV_Oahu_DistPV_12	2022	2891341.38	0
Oahu_DistPV_Oahu_DistPV_12	2025	2612915.429	0
Oahu_DistPV_Oahu_DistPV_12	2030	2284773.595	0
Oahu_DistPV_Oahu_DistPV_12	2035	2062009.894	0
Oahu_DistPV_Oahu_DistPV_12	2040	1861279.23	0
Oahu_DistPV_Oahu_DistPV_12	2045	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2050	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2055	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2060	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2065	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2070	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2075	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2080	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2085	1680387.777	0
Oahu_DistPV_Oahu_DistPV_12	2090	1680387.777	0
